x,y,z
-1.474828223,-0.069431848,9.593566052
-1.491587634,-0.026336218,9.567229834
-1.501164441,-0.07182605,9.63426748
-1.496376038,-0.033518823,9.607931262
-1.517923853,-0.083797058,9.641450085
-1.498770239,-0.076614453,9.615113867
-1.517923853,-0.079008655,9.521740002
-1.491587634,-0.045489832,9.622296472
-1.472434021,-0.076614453,9.514557397
-1.482010828,-0.026336218,9.540893616
-1.479616626,-0.064643445,9.600748657
-1.496376038,-0.074220251,9.579200842
-1.491587634,-0.076614453,9.583989246
-1.453280408,-0.038307227,9.591171851
-1.484405029,-0.074220251,9.509768994
-1.482010828,-0.062249243,9.543287817
-1.489193433,-0.059855042,9.586383447
-1.498770239,-0.05746084,9.641450085
-1.484405029,-0.07182605,9.607931262
-1.477222424,-0.033518823,9.631873279
-1.496376038,-0.055066638,9.528922607
-1.496376038,-0.033518823,9.576806641
-1.482010828,-0.079008655,9.639055884
-1.486799231,-0.033518823,9.667786304
-1.489193433,-0.067037646,9.612719666
-1.484405029,-0.090979663,9.612719666
-1.486799231,-0.069431848,9.586383447
-1.510741248,-0.050278235,9.607931262
-1.505952844,-0.047884033,9.583989246
-1.482010828,-0.033518823,9.564835632
-1.479616626,-0.059855042,9.514557397
-1.505952844,-0.081402856,9.591171851
-1.503558643,-0.067037646,9.612719666
-1.472434021,-0.05746084,9.509768994
-1.491587634,-0.088585461,9.794678992
-1.501164441,-0.035913025,9.531316809
-1.498770239,-0.040701428,9.619902271
-1.482010828,-0.05746084,9.770736975
-1.491587634,-0.083797058,9.627084875
-1.474828223,-0.062249243,9.536105212
-1.443703601,-0.04309563,9.591171851
-1.489193433,-0.079008655,9.567229834
-1.484405029,-0.045489832,9.581595044
-1.482010828,-0.076614453,9.555258826
-1.493981836,-0.081402856,9.545682019
-1.460463013,-0.07182605,9.600748657
-1.472434021,-0.059855042,9.629479077
-1.520318054,-0.107739075,9.689334119
-1.486799231,-0.040701428,9.591171851
-1.491587634,-0.052672437,9.562441431
-1.498770239,-0.12928689,9.509768994
-1.474828223,-0.10055647,9.588777649
-1.479616626,-0.07182605,9.63426748
-1.510741248,-0.069431848,9.629479077
-1.493981836,-0.055066638,9.627084875
-1.489193433,-0.074220251,9.598354456
-1.491587634,-0.062249243,9.622296472
-1.493981836,-0.10055647,9.751583362
-1.517923853,-0.069431848,9.646238489
-1.462857214,-0.079008655,9.598354456
-1.503558643,-0.011971008,9.557653027
-1.498770239,-0.093373865,9.619902271
-1.479616626,-0.069431848,9.591171851
-1.493981836,-0.083797058,9.651026892
-1.470039819,-0.040701428,9.576806641
-1.517923853,-0.088585461,9.588777649
-1.470039819,-0.093373865,9.646238489
-1.482010828,-0.033518823,9.509768994
-1.493981836,-0.076614453,9.631873279
-1.505952844,-0.110133276,9.610325464
-1.465251416,-0.038307227,9.572018237
-1.486799231,-0.083797058,9.672574707
-1.484405029,-0.04309563,9.660603699
-1.484405029,-0.074220251,9.507374792
-1.458068811,-0.009576807,9.636661682
-1.462857214,-0.069431848,9.651026892
-1.474828223,-0.067037646,9.581595044
-1.486799231,-0.069431848,9.768342773
-1.537077466,-0.062249243,9.567229834
-1.470039819,-0.08619126,9.619902271
-1.529894861,-0.069431848,9.63426748
-1.489193433,-0.064643445,9.674968909
-1.496376038,-0.090979663,9.562441431
-1.489193433,-0.074220251,9.569624036
-1.491587634,-0.055066638,9.574412439
-1.498770239,-0.064643445,9.641450085
-1.472434021,-0.090979663,9.641450085
-1.510741248,-0.059855042,9.605537061
-1.493981836,-0.045489832,9.617508069
-1.436520996,-0.031124622,9.610325464
-1.489193433,-0.093373865,9.639055884
-1.501164441,-0.081402856,9.605537061
-1.386242761,-0.064643445,9.600748657
-1.482010828,-0.038307227,9.600748657
-1.477222424,-0.07182605,9.605537061
-1.503558643,-0.07182605,9.674968909
-1.493981836,-0.026336218,9.607931262
-1.477222424,-0.07182605,9.598354456
-1.489193433,-0.074220251,9.574412439
-1.513135449,-0.07182605,9.63426748
-1.467645618,-0.10055647,9.619902271
-1.482010828,-0.08619126,9.617508069
-1.513135449,-0.079008655,9.576806641
-1.474828223,-0.090979663,9.555258826
-1.501164441,-0.038307227,9.603142859
-1.482010828,-0.076614453,9.528922607
-1.482010828,-0.083797058,9.770736975
-1.493981836,-0.038307227,9.567229834
-1.465251416,-0.08619126,9.519345801
-1.479616626,-0.045489832,9.574412439
-1.534683264,-0.055066638,9.569624036
-1.484405029,-0.004788403,9.722852942
-1.460463013,-0.069431848,9.655815295
-1.498770239,-0.050278235,9.593566052
-1.493981836,-0.047884033,9.617508069
-1.470039819,-0.074220251,9.629479077
-1.493981836,-0.076614453,9.643844287
-1.462857214,-0.07182605,9.627084875
-1.491587634,-0.074220251,9.615113867
-1.498770239,-0.062249243,9.686939917
-1.477222424,-0.112527478,9.610325464
-1.508347046,-0.055066638,9.617508069
-1.482010828,-0.074220251,9.612719666
-1.501164441,-0.098162268,9.789890588
-1.529894861,-0.050278235,9.557653027
-1.503558643,-0.064643445,9.64863269
-1.467645618,-0.055066638,9.804255798
-1.501164441,-0.079008655,9.545682019
-1.517923853,-0.069431848,9.593566052
-1.477222424,-0.069431848,9.588777649
-1.527500659,-0.074220251,9.521740002
-1.484405029,-0.055066638,9.624690674
-1.484405029,-0.079008655,9.598354456
-1.515529651,-0.105344873,9.612719666
-1.496376038,-0.047884033,9.583989246
-1.498770239,-0.031124622,9.579200842
-1.501164441,-0.067037646,9.624690674
-1.489193433,-0.088585461,9.572018237
-1.515529651,-0.064643445,9.576806641
-1.472434021,-0.05746084,9.780313782
-1.505952844,-0.095768066,9.595960254
-1.503558643,-0.074220251,9.612719666
-1.489193433,-0.064643445,9.576806641
-1.505952844,-0.083797058,9.605537061
-1.460463013,-0.021547815,9.591171851
-1.508347046,-0.05746084,9.636661682
-1.541865869,-0.019153613,9.610325464
-1.493981836,-0.052672437,9.785102185
-1.482010828,-0.05746084,9.617508069
-1.498770239,-0.062249243,9.641450085
-1.458068811,-0.083797058,9.536105212
-1.479616626,-0.110133276,9.624690674
-1.477222424,-0.050278235,9.799467395
-1.484405029,-0.067037646,9.574412439
-1.503558643,-0.088585461,9.564835632
-1.501164441,-0.05746084,9.595960254
-1.482010828,-0.11492168,9.631873279
-1.474828223,-0.088585461,9.619902271
-1.479616626,-0.055066638,9.622296472
-1.503558643,-0.062249243,9.569624036
-1.482010828,-0.093373865,9.646238489
-1.503558643,-0.076614453,9.524134204
-1.513135449,-0.102950671,9.64863269
-1.477222424,-0.059855042,9.617508069
-1.489193433,-0.105344873,9.514557397
-1.498770239,-0.08619126,9.607931262
-1.472434021,-0.05746084,9.564835632
-1.513135449,-0.059855042,9.610325464
-1.489193433,-0.047884033,9.622296472
-1.472434021,-0.050278235,9.572018237
-1.510741248,-0.07182605,9.588777649
-1.477222424,-0.05746084,9.586383447
-1.493981836,-0.059855042,9.624690674
-1.484405029,-0.083797058,9.591171851
-1.517923853,-0.04309563,9.607931262
-1.510741248,-0.052672437,9.579200842
-1.529894861,-0.067037646,9.63426748
-1.496376038,-0.07182605,9.600748657
-1.496376038,-0.067037646,9.627084875
-1.482010828,-0.067037646,9.744400757
-1.467645618,-0.079008655,9.595960254
-1.460463013,-0.055066638,9.615113867
-1.486799231,-0.055066638,9.600748657
-1.486799231,-0.119710083,9.555258826
-1.458068811,-0.069431848,9.622296472
-1.484405029,-0.062249243,9.595960254
-1.470039819,-0.04309563,9.595960254
-1.470039819,-0.040701428,9.576806641
-1.484405029,-0.019153613,9.519345801
-1.505952844,-0.095768066,9.567229834
-1.503558643,-0.064643445,9.588777649
-1.458068811,-0.074220251,9.612719666
-1.522712256,-0.031124622,9.63426748
-1.498770239,-0.050278235,9.619902271
-1.501164441,-0.079008655,9.622296472
-1.501164441,-0.095768066,9.619902271
-1.472434021,-0.040701428,9.555258826
-1.479616626,-0.105344873,9.63426748
-1.467645618,-0.074220251,9.639055884
-1.496376038,-0.040701428,9.576806641
-1.508347046,-0.110133276,9.615113867
-1.493981836,-0.08619126,9.636661682
-1.482010828,-0.093373865,9.528922607
-1.493981836,-0.062249243,9.579200842
-1.517923853,-0.067037646,9.603142859
-1.474828223,-0.052672437,9.519345801
-1.474828223,-0.064643445,9.576806641
-1.450886206,-0.095768066,9.631873279
-1.472434021,-0.055066638,9.63426748
-1.446097803,-0.07182605,9.588777649
-1.450886206,-0.064643445,9.603142859
-1.505952844,-0.090979663,9.588777649
-1.498770239,-0.064643445,9.629479077
-1.472434021,-0.069431848,9.600748657
-1.474828223,-0.069431848,9.588777649
-1.496376038,-0.090979663,9.768342773
-1.472434021,-0.090979663,9.579200842
-1.498770239,-0.040701428,9.528922607
-1.498770239,-0.062249243,9.607931262
-1.491587634,-0.047884033,9.639055884
-1.472434021,-0.035913025,9.605537061
-1.486799231,-0.10055647,9.576806641
-1.510741248,-0.095768066,9.574412439
-1.522712256,-0.088585461,9.631873279
-1.491587634,-0.07182605,9.567229834
-1.503558643,-0.033518823,9.607931262
-1.546654272,-0.05746084,9.572018237
-1.479616626,-0.08619126,9.615113867
-1.441309399,-0.064643445,9.591171851
-1.491587634,-0.088585461,9.579200842
-1.491587634,-0.067037646,9.605537061
-1.472434021,-0.069431848,9.600748657
-1.462857214,-0.107739075,9.651026892
-1.474828223,-0.067037646,9.593566052
-1.477222424,-0.047884033,9.569624036
-1.467645618,-0.081402856,9.588777649
-1.522712256,-0.038307227,9.610325464
-1.508347046,-0.067037646,9.610325464
-1.482010828,-0.074220251,9.646238489
-1.477222424,-0.095768066,9.643844287
-1.505952844,-0.035913025,9.540893616
-1.482010828,-0.074220251,9.543287817
-1.489193433,-0.05746084,9.610325464
-1.517923853,-0.055066638,9.605537061
-1.498770239,-0.098162268,9.536105212
-1.505952844,-0.08619126,9.607931262
-1.505952844,-0.090979663,9.588777649
-1.470039819,-0.055066638,9.646238489
-1.515529651,-0.055066638,9.607931262
-1.508347046,-0.069431848,9.629479077
-1.513135449,-0.069431848,9.615113867
-1.391031165,-0.095768066,9.598354456
-1.460463013,-0.062249243,9.600748657
-1.455674609,-0.059855042,9.643844287
-1.462857214,-0.035913025,9.607931262
-1.498770239,-0.059855042,9.593566052
-1.680729565,-0.055066638,9.593566052
-1.489193433,-0.059855042,9.560047229
-1.570596289,-0.07182605,9.639055884
-1.489193433,-0.047884033,9.612719666
-1.484405029,-0.062249243,9.581595044
-1.465251416,-0.093373865,9.782707983
-1.448492004,-0.069431848,9.500192188
-1.486799231,-0.052672437,9.639055884
-1.501164441,-0.055066638,9.516951599
-1.482010828,-0.076614453,9.636661682
-1.482010828,-0.102950671,9.574412439
-1.491587634,-0.090979663,9.615113867
-1.496376038,-0.107739075,9.536105212
-1.496376038,-0.081402856,9.629479077
-1.484405029,-0.045489832,9.380482104
-1.484405029,-0.04309563,9.605537061
-1.498770239,-0.045489832,9.531316809
-1.496376038,-0.04309563,9.593566052
-1.510741248,-0.102950671,9.619902271
-1.486799231,-0.083797058,9.579200842
-1.508347046,-0.079008655,9.624690674
-1.462857214,-0.031124622,9.619902271
-1.513135449,-0.064643445,9.507374792
-1.470039819,-0.074220251,9.588777649
-1.486799231,-0.090979663,9.567229834
-1.496376038,-0.05746084,9.581595044
-1.493981836,-0.07182605,9.600748657
-1.513135449,-0.031124622,9.761160168
-1.474828223,-0.074220251,9.600748657
-1.493981836,-0.047884033,9.643844287
-1.654393347,-0.040701428,9.564835632
-1.467645618,-0.069431848,9.591171851
-1.510741248,-0.076614453,9.593566052
-1.474828223,-0.045489832,9.600748657
-1.508347046,-0.076614453,9.524134204
-1.525106458,-0.090979663,9.562441431
-1.515529651,-0.064643445,9.579200842
-1.465251416,-0.105344873,9.631873279
-1.505952844,-0.076614453,9.603142859
-1.491587634,-0.098162268,9.531316809
-1.513135449,-0.04309563,9.636661682
-1.515529651,-0.08619126,9.627084875
-1.493981836,-0.059855042,9.514557397
-1.472434021,-0.088585461,9.595960254
-1.465251416,-0.098162268,9.562441431
-1.491587634,-0.052672437,9.586383447
-1.496376038,-0.079008655,9.500192188
-1.482010828,-0.052672437,9.569624036
-1.501164441,-0.083797058,9.595960254
-1.496376038,-0.11492168,9.586383447
-1.465251416,-0.047884033,9.538499414
-1.493981836,-0.055066638,9.619902271
-1.453280408,-0.064643445,9.586383447
-1.484405029,-0.098162268,9.74918916
-1.493981836,-0.088585461,9.591171851
-1.436520996,-0.062249243,9.579200842
-1.515529651,-0.062249243,9.557653027
-1.450886206,-0.052672437,9.639055884
-1.462857214,-0.033518823,9.615113867
-1.503558643,-0.045489832,9.607931262
-1.493981836,-0.074220251,9.624690674
-1.498770239,-0.08619126,9.562441431
-1.491587634,-0.047884033,9.550470422
-1.482010828,-0.052672437,9.641450085
-1.441309399,-0.069431848,9.504980591
-1.482010828,-0.062249243,9.636661682
-1.470039819,-0.067037646,9.67736311
-1.479616626,-0.062249243,9.591171851
-1.501164441,-0.038307227,9.612719666
-1.474828223,-0.098162268,9.607931262
-1.486799231,-0.055066638,9.619902271
-1.515529651,-0.040701428,9.636661682
-1.458068811,-0.07182605,9.574412439
-1.493981836,-0.040701428,9.646238489
-1.498770239,-0.05746084,9.607931262
-1.505952844,-0.040701428,9.636661682
-1.534683264,-0.02873042,9.651026892
-1.486799231,-0.098162268,9.610325464
-1.479616626,-0.040701428,9.593566052
-1.501164441,-0.038307227,9.605537061
-1.482010828,-0.08619126,9.574412439
-1.484405029,-0.083797058,9.572018237
-1.486799231,-0.08619126,9.569624036
-1.474828223,-0.08619126,9.552864624
-1.477222424,-0.050278235,9.600748657
-1.517923853,-0.05746084,9.605537061
-1.489193433,-0.098162268,9.612719666
-1.498770239,-0.081402856,9.586383447
-1.498770239,-0.040701428,9.572018237
-1.472434021,-0.10055647,9.588777649
-1.491587634,-0.055066638,9.64863269
-1.491587634,-0.055066638,9.624690674
-1.474828223,-0.067037646,9.64863269
-1.453280408,-0.093373865,9.576806641
-1.467645618,-0.088585461,9.684545715
-1.489193433,-0.081402856,9.63426748
-1.493981836,-0.105344873,9.636661682
-1.460463013,-0.052672437,9.603142859
-1.501164441,-0.040701428,9.591171851
-1.482010828,-0.038307227,9.607931262
-1.455674609,-0.019153613,9.591171851
-1.477222424,-0.095768066,9.627084875
-1.465251416,-0.076614453,9.560047229
-1.501164441,-0.021547815,9.603142859
-1.465251416,-0.081402856,9.636661682
-1.489193433,-0.079008655,9.672574707
-1.513135449,-0.102950671,9.567229834
-1.520318054,-0.069431848,9.576806641
-1.477222424,-0.035913025,9.631873279
-1.501164441,-0.04309563,9.641450085
-1.513135449,-0.055066638,9.572018237
-1.458068811,-0.079008655,9.636661682
-1.482010828,-0.052672437,9.631873279
-1.498770239,-0.076614453,9.624690674
-1.493981836,-0.079008655,9.627084875
-1.510741248,-0.10055647,9.629479077
-1.474828223,-0.090979663,9.651026892
-1.671152759,-0.093373865,9.63426748
-1.503558643,-0.093373865,9.615113867
-1.465251416,-0.040701428,9.710881934
-1.419761584,-0.098162268,9.548076221
-1.446097803,-0.050278235,9.581595044
-1.508347046,-0.074220251,9.586383447
-1.496376038,-0.05746084,9.627084875
-1.458068811,-0.074220251,9.598354456
-1.489193433,-0.067037646,9.612719666
-1.462857214,-0.079008655,9.605537061
-1.510741248,-0.059855042,9.603142859
-1.479616626,-0.083797058,9.576806641
-1.472434021,-0.050278235,9.502586389
-1.465251416,-0.098162268,9.583989246
-1.486799231,-0.10055647,9.655815295
-1.491587634,-0.07182605,9.624690674
-1.482010828,-0.11492168,9.583989246
-1.486799231,-0.069431848,9.610325464
-1.508347046,-0.079008655,9.572018237
-1.505952844,-0.10055647,9.598354456
-1.474828223,-0.067037646,9.631873279
-1.477222424,-0.021547815,9.574412439
-1.484405029,-0.062249243,9.624690674
-1.482010828,-0.08619126,9.619902271
-1.527500659,-0.093373865,9.607931262
-1.520318054,-0.074220251,9.583989246
-1.386242761,-0.047884033,9.516951599
-1.474828223,-0.07182605,9.500192188
-1.493981836,-0.076614453,9.576806641
-1.680729565,-0.062249243,9.651026892
-1.479616626,-0.074220251,9.619902271
-1.501164441,-0.064643445,9.617508069
-1.510741248,-0.095768066,9.600748657
-1.462857214,-0.10055647,9.684545715
-1.491587634,-0.055066638,9.593566052
-1.453280408,-0.093373865,9.576806641
-1.484405029,-0.050278235,9.519345801
-1.486799231,-0.031124622,9.646238489
-1.486799231,-0.083797058,9.610325464
-1.685517969,-0.069431848,9.641450085
-1.467645618,-0.05746084,9.646238489
-1.513135449,-0.040701428,9.595960254
-1.491587634,-0.055066638,9.672574707
-1.467645618,-0.055066638,9.651026892
-1.446097803,-0.040701428,9.576806641
-1.465251416,-0.064643445,9.639055884
